Review_ID,Header,Date,Header_Tags,Perks_Tags,Rating_Data,Review_Text,Helpful_Count,Employer_Response_Date,Employer_Response_Title,Employer_Response_Msg,Review_Link
review2193923,Оператор,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Домодедово']",[],"rating|5,4,5,4,5,5","Трансфер, своевременная оплата труда, ДМС, спорт. Обучение внутри компании. Дружный коллектив.<separator>На складе зимой холодно, люди одеваются как капуста. Разрешили бы теплопушки рядом с рабочим местом. Корпоративное питание - еда стала невкусная, (хотя раньше возили намного лучше).
Мотивация, все вокруг растет в цене, а уровень зп все тот же.",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Склад в г. Домодедово отапливается, если вы замерзаете, обратитесь к вашему руководителю для выдачи зимней рабочей одежды. Вы всегда можете оставить ваш отзыв по питанию в отдел уюта. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2193923
review2193814,Аналитик,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Отличное место работы! Атмосфера и взаимоотношения в коллективе особенно радуют.
Работодатель заботится о сотрудниках. Возможность удаленной работы, ДМС, корпоративные мероприятия и прочие плюшки присутствуют.
В компании создаются условия и возможности для роста сотрудника (как профессиональных навыков, так и карьерного продвижения).<separator>ДМС начинает действовать только через год работы в компании. Было бы здорово, если оно было доступно после прохождения испытательного срока.",1,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2193814
review2193654,Менеджер по обучению,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Нижний Новгород']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Оплата транспортных расходов', 'Профессиональное обучение', 'Место для парковки', 'Оплата мобильной связи', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Коллектив, отличная команда, всегда поддержат и помогут!
Уровень з/п выше среднего. Есть возможность карьерного роста! А так же плюшки в виде ДМС, оплаты спорт зала и всякие активности для детей.
Есть возможность удаленной работы, меня полностью устраивает, все командировки оплачиваются.<separator>Наверное только взаимодействие между смежными отделами, тут иногда возникают сложности в силу специфики работы.",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2193654
review2192356,Отзыв сотрудника,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 5-10 лет', 'Нижний Новгород']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Оплата транспортных расходов', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Наличие ДМС, спорт программа, высокий уровень дохода, гибридный график работы, возможность карьерного роста, регулярные встречи команды(тимбилдинги), подарки на ДР, бонусные программы.<separator>Больше погружений в другие отделы ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2192356
review2192279,Отзыв сотрудника,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Москва']",[],"rating|5,5,4,4,5,4","Возможность реализовывать интересные проекты, отношения с командой и функциональными руководителями, поддержка идей. Гибридный график работы. Концепция корпоративной культуры. Уровень ЗП.<separator>Автоматизировать базовые процессы. ДМС сразу по окончанию испытательного срока.",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2192279
review2191869,Отзыв сотрудника,Декабрь 2023,['Работаю в компании'],"['Своевременная оплата труда', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Гибкий рабочий график', 'Место для парковки', 'Корпоративные мероприятия']","rating|5,4,5,4,4,4","Насыщенная корпоративная жизнь, крутой коллектив, объединенный общими ценностями, ДМС, гибридный график работы (офис/дом)<separator>Добавить индексацию ЗП, грейдирование/надбавку за стаж, более равномерную загрузку хотелось бы",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2191869
review2191814,Старший менеджер по продажам,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Владимир']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Очень много плюсов, пойдём по порядку. Возможность удалённой работы, новая рабочая техника, адекватное руководство и коллектив, реальная возможность карьерного роста. Огромное количество обучений, тренингов, в том числе от внешних тренеров. Офис теплый, светлый, бесплатный чай, кофе, печеньки, конфетки =), просторная столовая с необходимой техникой, комната отдыха с настольным теннисом. ЗП выше рынка (полностью белая), плюс ДМС и оплата абонемента в зал. Подарки детям на НГ и первоклассникам, подарки сотрудникам на ДР и еще много разных ""плюшек"", про которые долго расписывать<separator>Есть некоторые проблемы, во взаимодействии между смежными отделами, но это нормально, для компании которая находится в стадии активного развития",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2191814
review2191629,Менеджер по продажам,Декабрь 2023,"['Бывший сотрудник', 'Стаж в компании: 1-2 года', 'Новочеркасск']",['Своевременная оплата труда'],"rating|5,5,5,5,5,5",корпоративная культура<separator>график работы 2/2 и отпуска с подменами,0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2191629
review2189589,Контент-менеджер,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 3-5 лет', 'Ковров']","['Своевременная оплата труда', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Профессиональное обучение', 'Место для парковки', 'Оплата мобильной связи', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Своевременная оплата труда. Удаленная работа. Наличие кухни, места для обеда и отдыха. ДМС. Корпоративная культура. Фитнес зал. Обучение сотрудников. ВИ бонусы.<separator>Взаимодействие между дирекциями (погружения в смежные отделы)",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2189589
review2184223,Руководитель группы взаиморасчетов с контрагентами,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удаленная работа']","rating|5,5,3,5,5,5",Удаленный формат работы. Руководство. Политика компании. Уровень дохода<separator>Коммуникация между сотрудниками.,0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2184223
review2183746,Специалист склада,Декабрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Екатеринбург']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Оплата мобильной связи', 'Система наставничества', 'Корпоративные мероприятия']","rating|4,5,5,5,5,5","График построен очень идеально, есть возможность дополнительных смен для большего заработка, бесплатное питание, ДМС(со стоматологией), возместят 70% от стоимости абонемента в фитнес зал, выдают удобную форму, но к сожалению менее удобная обувь(но очень крепкая, так что от травм вы защищены), имеется развоз, что иногда очень выручает.<separator>Переобучить некоторых старших участка(распределение персонала по участкам работы довольно хромает), так же сообщить некоторым сотрудникам, что общение «без галстуков», не означает отсутствие субординации, ну и добавить отопительных приборов на сам склад, так как после суровых морозов, все ходят, как пингвины, чтобы согреться)
А в остальном работодатель отличный!
Рекомендую",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2183746
review2180939,Комплектовщик,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Домодедово']","['Наличие кухни, места для обеда', 'Компенсация питания', 'Корпоративный транспорт', 'Место для парковки']","rating|1,1,5,1,1,1","Коллектив работников хороший
Еда более мение на склада, есть автоматы<separator>Зарплату хотя бы
Пишут выше чем у всех, а на деле стандартных 40000",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Средняя заработная плата на складе в г. Домодедово 73000р. Зарплата состоит из оклада + мотивация/полностью сделка. Вы сами влияете на свою заработную плату. Т.е. чем выше ваша производительность, тем выше ваша з/п. На первые 2 месяца вашей адаптации предусмотрен гарантированный минимум 53.000р. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2180939
review2179547,Отзыв сотрудника,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 3-5 лет', 'Москва']","['Своевременная оплата труда', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Профессиональное обучение', 'Корпоративные мероприятия']","rating|4,3,4,3,2,3","Своевременная зп
Возможность гибридной работы
Обучение сотрудников<separator>Уровень заработной платы",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2179547
review2172969,Специалист склада,Декабрь 2023,"['Работаю в компании', 'Новосибирск']",['Медицинское страхование'],"rating|1,1,4,2,1,2","Коллектив только и спасает. Есть медицинская страховка. Одежду предоставляет, своевременно приходит зп<separator>Зарплата. Платят копейки. Когда во всяких валдберисах и тп пики стоят по 15 рублей, то тут 2 рубля. Не заплатили за работу выполненную в октябре. Просто срезали 10-ку с зарплаты. И поднимать видимо не собираются. Таскаешь тяжести, а платят 0. Главное чтобы задачи выполнялись. Грузчик получает столько же сколько и специалист.
Нигде не говорят что надо будет фуры грузить и разгружать, а порой тот еще квест.
Обеды есть невозможно. Скот лучше кормят",1,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Если у вас есть вопросы по расчету з/п вы можете обратиться в бухгалтерию или напрямую к вашему руководителю. Пожалуйста, оставьте ваш отзыв на питание в отдел уюта. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2172969
review2172699,Менеджер по продажам,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Нижний Новгород']",[],"rating|3,3,5,2,2,4","Коллектив всегда поможет, впринципе не плохое место работы, всем помогут всему обучают.<separator>Желаю чтобы руководство хоть чуть чуть прислушивались к своим сотрудникам или вставали на наше место и делали то что они требуют, подавали пример так скажем лично. Требовать то что сам не можешь сделать это не логично и глупо. Смягчить проверки, могут докопаться до всякой мелочи в том числе до секунд.",2,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Нам важно предоставлять качественный сервис клиенту, ведь именно он платит нам заработную плату. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2172699
review2171205,Отзыв сотрудника,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 5-10 лет']","['Своевременная оплата труда', 'Система наставничества']","rating|3,4,5,5,3,3","Близость к дому, стабильная белая ЗП, бонусы для сотрудников<separator>Трудности в организации коммуникаций между разными отделами, сложности работы на ТТ( разгрузка авто в любую погоду). Вопросы к графикам работы по выходным и праздникам",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2171205
review2170183,Комплектовщик,Декабрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Оплата больничного', 'Компенсация питания', 'Корпоративный транспорт']","rating|4,5,4,4,5,4","График работы, корпоративный автобус, время отдыха. Очень хороший коллектив, отзывчивые люди<separator>Коммуникация между сотрудниками",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2170183
review2169931,Бригадир,Декабрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,4,5,5,5","По мне эта лучшая организация где я работал, плюсы перспективы роста, заработная плата, график, корпоративная мероприятия.<separator>Что можно улучшить - ценить сотрудников которые вкладывают душу в работу, менять состав команды при смене руководства новым руководителем не есть хорошо.",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2169931
review2169786,Менеджер по продажам,Декабрь 2023,"['Работаю в компании', 'Семикаракорск']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества']","rating|5,5,5,5,5,5","Сплошные плюсы, хорошая компания был самый лучший коллектив. ЗП озвучивают сразу и честно сколько на руки будет, не в чём не обманывают.<separator>Снова открыть ТТ Семикаракорск",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2169786
review2168110,Менеджер по подбору персонала,Декабрь 2023,"['Работаю в компании', 'Стаж в компании: 3-5 лет', 'Владимир']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Оплата транспортных расходов', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Оплата мобильной связи', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,4,5,5,5,5","Возмжность удаленной работы, классные коллеги, уровень оплаты труда, драйвовые мероприятия<separator>баланс работы и личной жизни",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2168110
review2166492,Сборщик заказов,Ноябрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Отличная компания, лояльное руководство, достойный заработок. Вкусные обеды, подвижная работа<separator>Жалко что убрали работу по совместительству",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2166492
review2163959,Графический дизайнер,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: 5-10 лет', 'Нижний Новгород']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Оплата транспортных расходов', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","свобода, как в работе. так и в личных возможностях, от зарплаты до свободного графика<separator>зп до небес) а если серьёзно - есть некоторые сложности из-за бурного роста в количестве сотрудников, бюрократия и прочее. думаю разрешится со временем",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2163959
review2161683,Комплектовщик сканировщик,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Домодедово']","['Своевременная оплата труда', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Компенсация питания', 'Корпоративный транспорт']","rating|5,4,5,5,4,4","Хорошая коллективная команда, зп тоже не плохо платят, кормят норм , есть корп. транспорт<separator>Стоит пересмотреть отношение старших к сотрудникам на комплектации, не многие довольны, от того, что распределение столов не равномерны, только своим ( кентам) дают хороший стол и на размещение приемщики дают своим!",0,Январь 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2161683
review2160815,Отзыв сотрудника,Ноябрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удаленная работа', 'Оплата больничного', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Достойная оплата труда, надёжный работодатель.
Корпоративная жизнь , возможность карьерного роста<separator>Всё отлично, главное подстроиться под график",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2160815
review2160484,Специалист удалённого контроля,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Ковров']","['Своевременная оплата труда', 'Удаленная работа', 'Оплата больничного', 'Профессиональное обучение', 'Корпоративные мероприятия']","rating|4,5,5,5,4,5","Удалённая работа, хороший руководитель с позитивным настроем, отзывчивый коллектив.<separator>Расширить штат сотрудников, чтобы немного снизить нагрузку.",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2160484
review2160122,Специалист по комплектации,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Корпоративный транспорт', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Близко к дому, своевременная заработная плата, питание и транспорт бесплатно<separator>Сделать оклад сотрудникам",0,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2160122
review2157337,Менеджер по продажам,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Воронеж']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,4,4,3,4,5","График, работа рядом с домом, постоянное обучение , карьерный рост<separator>Убрать бесконечные проверки",1,Декабрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2157337
review2153501,Менеджер по продажам,Ноябрь 2023,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Серпухов']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Оплата транспортных расходов', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Огромный потенциал в развитии каждого сотрудника в отдельности!<separator>Осуществление контроля рабочего времени приход и уход, более упростить, так как новые технологии несовершенны сами по себе и дают сбой постоянно.",0,Ноябрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2153501
review2142271,Кладовщик-комплектовщик,Ноябрь 2023,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Домодедово']","['Удобное расположение работы', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Компенсация питания', 'Корпоративный транспорт', 'Профессиональное обучение', 'Система наставничества']","rating|5,5,5,4,5,5","Удобно добираться до работы, хорошо кормят в столовой, удобное место отдыха.<separator>Коммуникация между сотрудниками",0,Ноябрь 2023,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2142271
